Station,Longitude,Latitude,Contributors,Dino_tot,Aand,Atax,Btep,Bspo,Crug,Iacu,Icas,Ipal,Ipar,Ipat,Isph,Istr,Ipli,Ivel,Ijap,Ivar,Lmac,Mcho,Nlab,Nrig,Oagu,Ocen,Oisr,Ojan,Olon,Ogig,Pzoh,Pret,Smem,Scru,Sdel,Selo,Sram,Sbel,Sben,Sbul,Slaz,Smir,Sgra,Spac,Sspp,Tpel,Pdal,Stri,Imin,Imic,Ibre,Ekar,Bspp,Dubr,Peri,Lspp,Snep,Xxan,Squa,Pnud,Tapp,Tvar,Vcal,Vspi,Pame,Qcon,Psch,Parc,Pkof,Phar,Gymn,Eacu,Egra,Edel,Etra,Ezon,Espp,Sste,Sbif,Cysa,Tvan,Dcha,Bbal,Ppsi,Sant,Ppon,Srob,Pmon,Cmer,Ebis,Oaca,Srei,Tpal,Pgla,Pmin
B082,-63.53,68.45,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,,,,87.05,,,,,,,,,,11.45,,,,,,,,,,,,,0.90,,,,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L087,-53.88,62.65,de vernal et al DB1826,100.00,,0.20,0.20,,,0.20,,0.60,0.20,,2.02,,,,,,,,51.41,,,27.42,,,,,,0.20,,,,0.40,2.22,,,,,,,,,,12.90,,0.20,,,,1.21,,,,,,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L088,-59.45,62.52,de vernal et al DB1826,100.00,,,,,,0.68,,,,,1.36,,,,,,,,71.53,,,13.22,,,,,,,,,,1.02,,,,,,,,,,,5.76,,0.68,,,,5.08,,,,,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L089,-57.42,64.40,de vernal et al DB1826,100.00,,,,,,,,,,,4.35,,,,,,,,42.24,,,17.70,,,,,,,,,,0.31,0.31,,,,,,,,,,2.17,,6.52,,,,24.84,,,,,,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L090,-45.87,59.49,de vernal et al DB1826,100.00,,,0.30,,,,,0.40,,,1.20,,,,,,,,65.16,,,10.14,,,,,,,,,,0.20,,,,,,,,,,,11.45,0.20,,,,,2.91,,0.20,,,,4.52,0.50,1.91,,,,,,0.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L091,-47.09,58.92,de vernal et al DB1826,100.00,,,0.64,,,0.32,,0.16,,,1.29,,,,,,,,28.30,,,45.02,,,,,,,,,,1.13,2.57,,,,,,,,,,15.92,,,,,,3.05,,,,,,0.80,0.16,0.32,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L092,-48.36,58.21,de vernal et al DB1826,100.00,,0.18,0.88,,,,,0.18,0.35,,,,,,,,,,16.99,,,48.51,,,,,,,,,,1.23,3.85,,,,,,,,,,25.74,,,,,,0.88,,,,,,,,0.53,,,,,,0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L093,-57.46,58.36,de vernal et al DB1826,100.00,,,0.59,,,0.20,,0.78,0.59,,0.98,,,,,,,,49.90,,,26.03,,,,,,,,,,0.39,,,,,,,,,,,18.20,,,,,,2.15,,,,,,,,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L094,-57.12,58.76,de vernal et al DB1826,100.00,,,0.22,,,,,0.44,,,2.63,,,,,,,,40.04,,,25.60,,,,,,,,,,,1.97,,,,,,,,,,14.44,0.22,0.66,,,,9.63,,0.88,,,,1.31,0.44,1.09,,,,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A099,-45.90,57.98,de vernal et al DB1826,100.00,,,0.22,,,0.22,,,,,0.87,,,,,,,,29.91,,,36.03,,0.44,,,,,,,,0.44,1.09,,,0.22,,,,,0.22,,21.18,,,,,,6.11,,,,,,1.75,,0.66,,,,,,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A100,-43.97,58.79,de vernal et al DB1826,100.00,,,0.27,,,,,,,,1.86,,,,,,,,39.52,,,40.85,,0.27,,,,,,,,1.33,,,,0.27,,,,,0.27,,6.63,,,,,,5.57,,,,,,2.92,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A103,-39.67,59.86,de vernal et al DB1826,100.00,,,0.46,,,0.11,,,,,0.46,,,,,,,,12.79,,,74.32,,0.46,,,,,,,,1.48,3.20,,,0.46,,,,,0.23,,3.65,,,,,,1.37,,,,,,0.46,,0.23,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A104,-40.22,60.29,de vernal et al DB1826,100.00,,,1.30,,,,,,,,,,,,,,,,25.11,,,47.19,,3.46,,,,,,,,0.87,0.43,0.43,,,,,,,0.43,,1.73,,,,,,12.12,,1.30,,,,5.19,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A105,-41.02,62.32,de vernal et al DB1826,100.00,,,,,,,,0.39,,,1.17,,,,,,,,71.54,,,6.82,,,,,,,,,,0.19,,,,,,,,,,,13.26,0.39,,,,,1.17,,,,,,4.09,0.58,0.19,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A106,-38.83,62.54,de vernal et al DB1826,100.00,,,0.25,,,,,,,,1.78,,,,,,,,24.62,,,50.51,,0.25,,,,,,,,1.52,1.78,,,0.25,,,,,0.25,,3.05,,,,,,8.12,,,,,,5.58,,1.02,,,,,,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A107,-32.18,62.91,de vernal et al DB1826,100.00,,,,,,,,,0.29,,1.16,,,,,,,,43.90,,,41.57,,0.58,,,,0.29,,,,1.45,1.45,,,0.29,,,,,0.87,,2.03,,,,,,4.07,,,,,,0.58,,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A108,-30.36,62.77,de vernal et al DB1826,100.00,,,,,,,,,0.39,,1.96,,,,,,,,45.10,,,23.53,,,,,,,0.39,,,0.78,,,,,,,,,1.96,,,,0.39,,,,17.65,,,,,,1.18,0.39,5.10,,,,,,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A109,-28.94,63.87,de vernal et al DB1826,100.00,,,0.28,,,,,,,,1.12,,,,,,,,26.69,,,43.54,,,,,,,,,,4.21,0.28,,,,,,,,0.84,,,,,,,,17.70,,,,,,0.56,,2.25,,,,,,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A110,-28.93,63.87,de vernal et al DB1826,100.00,,,0.69,,,,,,,,0.69,,,,,,,,21.72,,,36.21,,,,,,,,,,3.79,,,,,,,,,0.34,,,,,,,,25.86,,,,,,3.79,,3.10,,,,,,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A111,-28.93,63.87,de vernal et al DB1826,100.00,,,,,,0.28,,,,,1.98,,,,,,,,42.37,,,25.14,,0.28,,,,,,,,2.26,0.56,,,,,,,,,,0.28,,,,,,20.62,,0.28,,,,2.54,,1.98,,,,,,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A113,-22.08,60.57,de vernal et al DB1826,100.00,,,1.19,,,0.59,,,1.19,,0.59,,,,,,,,8.90,,,55.79,,0.89,,,,0.30,,,,15.13,,,,,,1.48,,,,,0.30,,,,,,7.12,,,,0.30,,,,6.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A114,-21.17,57.55,de vernal et al DB1826,100.00,,,1.23,,,1.48,,,3.94,,0.25,0.25,,,,,,,2.71,,,37.93,,0.49,,,,,,,,3.45,,,,,,16.75,,,1.23,,0.25,,,,,,26.60,,,,,0.25,0.49,,0.74,,,,,,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A115,-20.83,57.00,de vernal et al DB1826,100.00,,,0.16,,,0.16,,,1.12,,1.12,,,,,,,,7.06,,,53.29,,0.32,,,,,,,,23.27,0.32,0.64,,,,4.82,,,0.16,,,,,,,,5.46,,0.16,,,,0.16,0.32,0.64,,,,,,0.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A116,-20.32,55.95,de vernal et al DB1826,100.00,,,,,,,,,2.87,,1.59,,,,,,,,5.41,,,38.85,,0.32,,,,,,,,14.33,,,0.32,,,7.32,,,,,,,,,,,21.02,,,,,,0.32,,3.18,,,,,,4.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A118,-21.08,54.08,de vernal et al DB1826,100.00,,0.12,1.20,,,0.36,,,1.56,,0.84,,,,,,,,9.33,,,57.54,,0.24,,,,,,,,16.27,0.24,,,,,1.32,,,,,0.24,,,,,,5.26,,0.12,,0.24,,,0.84,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A119,-21.93,52.57,de vernal et al DB1826,100.00,,,,,,5.68,,,4.55,1.14,1.14,,,,,,,,7.95,,,40.91,,1.14,,,,,,,,18.18,1.14,,,,,11.36,,,,,,,,,,,6.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A120,-21.93,52.57,de vernal et al DB1826,100.00,,,1.17,,,,,,1.76,,2.05,0.29,,,,,,,5.28,,,11.14,,0.29,,,,,,,,3.23,0.29,,,0.59,,6.74,,,0.29,,,,,,,,45.75,,,,,,0.29,,7.62,,,,,,13.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A121,-21.88,51.72,de vernal et al DB1826,100.00,,,0.19,,,,,,0.29,,,,,,,,,,5.18,,,73.25,,0.10,,,,,,,,13.61,0.10,,,,,1.63,,,,,,,,,,,4.12,,,,,,0.29,,1.15,,,,,,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A122,-21.73,50.65,de vernal et al DB1826,100.00,,0.40,0.40,,,0.40,,,,,1.19,,,,,,0.40,,9.49,,,31.23,,,,,,0.40,,,,11.46,1.19,1.98,,0.40,,8.30,,,3.16,,,,0.40,,,,22.13,,,,,,0.79,,4.35,,,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A123,-17.92,50.10,de vernal et al DB1826,100.00,,,0.28,,,,,,,,0.28,,,,,,,,4.56,,,62.11,,0.28,,,,,,,0.28,19.37,,,,,,5.98,,,,,0.28,,,,,,5.70,,,,,,,,0.57,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A124,-12.78,54.70,de vernal et al DB1826,100.00,,,1.67,,,0.25,,,,0.08,0.08,,,,,,,,4.42,,,88.32,,0.42,,,,,,,,2.42,0.33,0.08,,,,0.67,,,0.08,,0.42,,,,,,0.08,,,,,,,0.25,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A125,-11.57,50.27,de vernal et al DB1826,100.00,,0.06,2.07,,,,,,,,0.06,,,,,,,,3.16,,,89.00,,0.18,,,,,,,0.24,2.98,0.49,0.12,,,0.12,0.43,,,0.06,,,,,,,,0.24,,0.24,,,,0.12,0.18,0.18,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A126,-10.72,58.08,de vernal et al DB1826,100.00,,0.15,0.76,,,,,,0.30,,0.08,,,,,,0.15,,6.21,,,80.70,,0.30,,,,,,,,3.41,0.30,0.23,,,,0.61,,,0.38,,0.23,,,,,,3.79,,0.38,,,,0.23,1.36,0.23,,,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A127,-35.24,52.29,de vernal et al DB1826,100.00,,,0.30,,,1.82,,,2.13,0.30,3.04,,,,,,,,59.57,,,28.88,,0.30,,,,,,,,1.22,,,,,,0.61,,,0.30,,,,,,,,0.61,,,,,,,,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A128,-15.86,59.81,de vernal et al DB1826,100.00,,,0.59,,,0.20,,,0.39,,0.30,,,,,,,,5.23,,,58.48,,0.20,,,,,0.10,,,22.49,,,,,,0.69,,,,,,,,,,,8.58,,,,,,,0.30,2.27,,,,,,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A129,-20.41,62.46,de vernal et al DB1826,100.00,,0.78,2.34,,,,,,0.78,,1.04,,,,,,,,11.95,,,25.71,,0.78,,,,,,,,4.42,0.26,,,,,,,,,,11.43,,,,,,24.42,,1.04,,,,10.13,1.56,0.52,,,,,,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H130,-81.08,63.03,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,,,,14.57,,,,,,,,,,7.06,0.31,,,,,,,,,,16.10,,10.43,2.76,,,48.62,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H131,-81.08,63.03,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,,,,12.20,,,,,,,,,,6.59,0.24,,,,,,,,,,18.54,,9.27,4.39,,,48.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H132,-83.27,63.50,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,,,,6.02,,,,,,,,,,2.21,0.20,,,,,,,,,,5.62,,20.08,10.44,,,55.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H133,-84.47,62.37,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,,,,17.42,,,,,,,,,,9.28,0.68,,,,,,,,0.68,,22.40,,9.05,2.71,,,33.71,,,,,,0.23,,,,,,,,,3.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
H134,-86.32,61.59,de vernal et al DB1826,100.00,,,,,,,,0.88,,,,,,,,,,,,,,30.55,,,,,,,,,,9.45,1.10,,,,,,,,,,40.88,,3.52,1.32,,,9.23,,,,,,,,,,,,,,,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
H135,-87.74,62.69,de vernal et al DB1826,100.00,,,,,,,,0.22,,,,,,,,,,,,,,13.13,,,,,,,,,,9.63,0.22,,,,,,,,0.44,,25.38,,21.23,4.16,,,24.07,,,,,,,,,,,,,,,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
H136,-81.18,60.61,de vernal et al DB1826,100.00,,,,,,,,5.09,,,,,,,,,,,,,,39.69,,,,,,,,,,15.27,1.78,,,,,,,,,,22.14,,1.78,1.02,,,12.21,,,,,,,,,,,,,,,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
H137,-86.86,60.20,de vernal et al DB1826,100.00,,,,,,,,5.54,,,,,,,,,,,,,,55.42,,,,,,,,,,9.16,3.13,,,,,,,,0.48,,21.45,,,,,,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H138,-86.03,60.36,de vernal et al DB1826,100.00,,,,,,,,7.52,,,,,,,,,,,,,,45.45,,,,,,,,,,7.21,0.94,,,,,,,,0.31,,34.80,,,,,,3.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H139,-84.85,58.71,de vernal et al DB1826,100.00,,,,,,,,2.56,,,,,,,,,,,,,,52.08,,,,,,,,,,6.39,1.28,,,,,,,,,,19.49,,6.71,2.24,,,9.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H140,-83.34,57.90,de vernal et al DB1826,100.00,,,,,,,,0.56,,,,,,,,,,,,,,12.05,,,,,,,,,,1.69,0.38,,,,,,,,,,76.65,,3.39,1.13,,,4.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H141,-77.68,55.38,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,,,,2.29,,,,,,,,,,0.57,4.76,,,,,,,,,,88.76,,1.14,0.38,,,1.90,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H142,-77.96,55.48,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,,,,1.46,,,,,,,,,,0.87,2.92,,,,,,,,,,90.38,,2.04,0.58,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H143,-80.50,55.10,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,,,,3.78,,,,,,,,,,1.00,0.20,,,,,,,,,,85.46,,2.99,0.80,,,2.39,,,,,,,,,,,,,,,3.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
H144,-81.76,55.59,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,,,,1.90,,,,,,,,,,0.95,,,,,,,,,,,95.24,,1.14,0.19,,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H145,-86.77,57.97,de vernal et al DB1826,100.00,,,,,,,,0.20,,,,,,,,,,,,,,3.36,,,,,,,,,,2.57,0.20,,,,,,,,,,88.34,,0.59,0.59,,,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H146,-76.37,56.24,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,,,,9.40,,,,,,,,,,3.00,2.00,,,,,,,,0.40,,83.60,,0.40,,,,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H147,-76.37,56.39,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,,,,9.75,,,,,,,,,,2.73,2.34,,,,,,,,,,84.80,,,,,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H148,-76.45,56.22,de vernal et al DB1826,100.00,,,,,,,,0.19,,,,,,,,,,,,,,4.98,,,,,,,,,,2.11,2.87,,,,,,,,,,89.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A149,-8.83,64.52,de vernal et al DB1826,100.00,,,0.54,,,,,,0.27,,0.27,,,,,,,,6.49,,,67.84,,,,,,,,,,0.27,,,,,,,,,,,11.89,,,,,,11.62,,,,,,0.54,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A150,-18.69,61.55,de vernal et al DB1826,100.00,,0.44,2.40,,,,,,,,0.22,,,,,,,,10.26,,,54.15,,0.22,,,,,,,,8.52,0.22,,,,,,,,,,10.92,,,,,,4.15,,0.44,,,,1.97,3.06,1.75,,,,,,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L151,-45.26,53.33,de vernal et al DB1826,100.00,,,0.69,,,2.07,,6.55,0.69,,6.21,,,,,,,,52.41,,,14.48,,,,,,,,,,,1.03,,,,,,,,,,2.07,,1.38,0.34,,,11.72,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L152,-57.51,58.37,de vernal et al DB1826,100.00,,,0.32,,,0.11,,0.65,0.22,,0.76,,,,,,,,47.36,,,33.23,,,,,,,,,,0.54,2.59,,,,,,,,0.22,,10.03,,0.11,,,,3.13,,,,,,0.32,,0.11,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L153,-48.38,59.15,de vernal et al DB1826,100.00,,,0.60,,,0.12,,0.24,0.12,,0.12,,,,,,,,23.15,,,47.85,,,,,,,,,,0.12,3.58,,,,,,,,,,19.93,,0.12,,,,3.34,,0.12,,,,0.36,,0.12,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A154,-22.85,62.88,de vernal et al DB1826,100.00,,0.16,1.41,,,0.16,,,1.09,,0.16,,,,,,,,8.13,,,71.56,,,,,,,,,,11.88,,,0.63,,,0.16,,,,,0.47,,,,,,0.78,,,,,,0.47,0.47,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A155,-19.30,50.28,de vernal et al DB1826,100.00,,,0.62,,,1.54,,,1.54,,2.47,,,,,,,,7.10,,,16.98,,,,,,,,,,4.32,,,,,,48.46,,,2.16,,,,,,,,13.89,,,,,,,,,,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A156,-27.92,59.81,de vernal et al DB1826,100.00,,,1.22,,,,,,,,0.81,,,,,,,,38.34,,,27.18,,,,,,,,,,9.13,0.81,,,,,,,,0.61,,2.03,,1.22,,,,8.92,,,,,,2.43,,3.45,,,,,,3.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S158,-58.91,56.11,de vernal et al DB1826,100.00,,,,,,,,0.38,,,,,,,,,,,15.65,,,7.63,,,,,,,,,,1.15,,,,,,,,,,,1.53,,6.11,,,,67.18,,,,,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S159,-56.45,54.71,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,10.00,,,9.00,,,,,,,,,,,,,,,,,,,,,,,9.00,,,,71.00,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S160,-55.58,54.72,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,0.98,,,2.94,,,,,,,,,,,1.96,,,,,,,,,,1.96,,22.55,0.98,,,67.65,,,,,,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L162,-52.87,54.82,de vernal et al DB1826,100.00,,,,,,,,2.24,,,,,,,,,,,61.94,,,0.75,,,,,,,,,,0.75,,,,,,,,,,,14.93,,,0.75,,,17.16,,,,,,0.75,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L163,-52.13,55.03,de vernal et al DB1826,100.00,,,,,,,,,,,2.05,,,,,,,,57.95,,,6.15,,,,,,,,,,,,,,,,,,,,,11.28,,2.56,,,,15.90,,,,,,3.59,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L164,-52.75,54.90,de vernal et al DB1826,100.00,,,,,,,,1.44,,,0.48,,,,,,,,59.13,,,6.25,,,,,,,,,,0.96,,,,,,,,,,,9.62,,2.40,,,,17.31,,,,,,2.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A168,-39.31,59.49,de vernal et al DB1826,100.00,,,0.61,,,,,,,,0.15,,,,,,,,17.53,,,72.10,,,,,,,,,,0.46,5.64,,,,,,,,,,3.05,,,,,,0.30,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A171,-30.36,59.68,de vernal et al DB1826,100.00,,,1.00,,,,,,0.66,,2.66,,,,,,,,40.86,,,13.95,,,,,,,,,,3.65,0.33,,,,,0.33,,,,,7.97,,,,,,23.92,,,,,,0.66,,,,,,,,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A173,-28.74,58.94,de vernal et al DB1826,100.00,,,2.82,,,0.63,,0.63,,,0.94,,,,,,,,26.33,,,25.71,,,,,,,,,,7.84,1.25,,,,,,,,0.94,,20.69,,,,,,8.15,,,,,,1.25,,,,,,,,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A174,-30.23,55.75,de vernal et al DB1826,100.00,,0.33,0.33,,,,,0.33,1.00,,2.99,,,,,,,,20.93,,,58.80,,,,,,,,,,2.66,,,,,,0.33,,,,,3.99,,,,,,7.31,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A175,-33.53,53.06,de vernal et al DB1826,100.00,,,0.74,,,0.74,,0.74,8.82,,2.21,,,,,,,,69.12,,,8.82,,,,,,,,,,1.47,1.47,,,,,,,,,,,,,,,,,,,,,,,,5.15,,,,,,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L178,-45.69,50.21,de vernal et al DB1826,100.00,,,2.86,,,,,1.90,0.48,,5.24,,,,,,,,55.24,,,13.81,,,,,,,,,,,,,,,,,,,,,3.33,,4.76,,,,10.95,,,,,,0.95,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A179,-10.18,37.77,de vernal et al DB1826,100.00,,,0.20,,,2.66,,,0.82,2.66,,0.61,,,,,69.88,,,,,8.20,,,,,,,1.23,,1.64,,3.28,1.02,,0.41,0.41,3.89,,,2.46,,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A180,-3.30,44.88,de vernal et al DB1826,100.00,,0.31,9.09,,,10.97,,,1.57,0.31,2.19,,,,,,5.02,,4.08,,,25.71,,,,,,0.31,0.31,,2.51,,5.64,2.51,0.63,,,19.12,,,5.64,,,,,,,,1.57,,,,0.94,,0.63,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A181,-13.25,56.52,de vernal et al DB1826,100.00,,0.34,1.69,,,,,,,,,,,,,,,,1.36,,,83.73,,,,,,,,,0.68,2.71,,,,0.34,,,,,,,,0.34,,,,,2.37,,0.68,,,,0.34,2.03,3.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A182,-14.68,55.47,de vernal et al DB1826,100.00,,,2.00,,,0.55,,,,,,,,,,,,,1.09,,,80.36,,,,,,,,,0.36,3.64,0.55,,,0.18,,0.73,,,0.55,,,,,,,,4.18,,,,,,,2.73,2.00,,,,,,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A183,-2.13,44.85,de vernal et al DB1826,100.00,,,10.36,,,1.04,,,,,,,,,,,20.73,,1.04,,,16.06,,,,,,,,,3.63,0.52,8.81,2.59,0.52,,0.52,16.06,,,2.59,,,,,,,,2.07,,2.59,,0.52,,,5.18,5.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A184,-7.02,34.32,de vernal et al DB1826,100.00,,,,,,2.09,,,1.92,0.52,0.35,0.35,,,,,65.27,,0.17,,,6.11,,,,,,,,,2.97,,0.35,1.75,0.52,1.92,0.35,6.98,,,2.62,,,,,,,,3.49,,1.75,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N185,3.72,60.64,de vernal et al DB1826,100.00,,0.41,3.44,,,,,0.14,,,,,,,,,,,5.23,,,59.64,,,,,,,,,,0.96,4.27,,,,,1.10,,,0.41,,23.97,,,,,,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N186,3.73,60.63,de vernal et al DB1826,100.00,,,1.86,,,,,,,,,,,,,,0.17,,7.12,,,67.29,,,,,,,,,,1.02,1.86,,,,,1.53,,,2.37,,15.25,,,,,,1.36,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N189,-14.54,69.45,de vernal et al DB1826,100.00,,,0.71,,,,,23.49,,,0.36,,,,,,,,22.06,,,42.70,,,,,,,,,,0.71,,,,,,,,,,,2.49,,,,,,7.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N190,-13.87,68.42,de vernal et al DB1826,100.00,,,,,,,,11.69,,,0.17,,,,,,,,18.86,,,30.88,,,,,,,,,,0.33,0.17,,,,,,,,,,0.33,,0.33,,,,36.89,,0.17,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N191,-11.54,68.17,de vernal et al DB1826,100.00,,,,,,,,12.80,,,,,,,,,,,25.60,,,48.00,,,,,,,,,,,,,,,,,,,,,3.20,,0.80,,,,9.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N192,-11.66,67.50,de vernal et al DB1826,100.00,,,,,,,,2.67,,,,,,,,,,,4.57,,,24.50,,,,,,,,,,2.34,1.34,,,,,,,,0.11,,62.69,,,,,,1.67,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N193,-9.31,67.00,de vernal et al DB1826,100.00,,,,,,,,2.14,,,,,,,,,,,5.05,,,22.17,,,,,,,,,,0.61,2.14,,,,,,,,0.15,,64.83,,0.31,,,,2.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
